Session ID,UserID,ShowID,Datestamp,,,
SE2770,9750196,s6565,2019-12-06,,,
SE2771,9542973,s4259,2023-03-18,,,
SE2772,5773588,s1347,2021-05-24,,,
SE2773,6819083,s4706,2022-10-16,,,
SE2774,9088891,s5643,2021-12-19,,,
SE2775,35574,s702,2021-11-24,,,
SE2776,3357689,s5918,2023-03-14,,,
SE2777,8808619,s1537,2023-02-28,,,
SE2778,59266,s4764,2020-12-20,,,
SE2779,3307014,s1900,2022-08-20,,,
SE2780,1233335,s2203,2022-04-12,,,
SE2781,9693266,s3155,2021-03-02,,,
SE2782,2939941,s6545,2023-01-15,,,
SE2783,7054680,s3634,2021-01-23,,,
SE2784,1156305,s5297,2023-01-08,,,
SE2785,2249177,s3074,2023-03-27,,,
SE2786,1377471,s3512,2023-04-12,,,
SE2787,4003416,s3792,2022-12-18,,,
SE2788,8873091,s1136,2023-03-20,,,
SE2789,270200,s5564,2023-03-14,,,
SE2790,2984250,s1027,2023-04-12,,,
SE2791,6266995,s398,2023-04-07,,,
SE2792,9641317,s3583,2021-02-24,,,
SE2793,2735169,s419,2022-03-04,,,
SE2794,15678,s4198,2022-09-05,,,
SE2795,9327687,s2129,2023-04-19,,,
SE2796,256346,s5677,2023-04-19,,,
SE2797,1412748,s2985,2023-04-12,,,
SE2798,122407,s2125,2023-04-18,,,
SE2799,5391169,s4557,2021-07-25,,,
SE2800,2998426,s7976,2023-04-05,,,
SE2801,8521650,s7724,2023-03-27,,,
SE2802,449315,s4183,2022-06-24,,,
SE2803,6489746,s3926,2019-10-05,,,
SE2804,2470262,s7197,2023-03-17,,,
SE2805,5956894,s4582,2023-03-11,,,
SE2806,3589544,s4636,2022-03-23,,,
SE2807,5473241,s4304,2023-03-29,,,
SE2808,6112030,s6094,2022-08-23,,,
SE2809,5356897,s8300,2022-03-15,,,
SE2810,2587833,s3599,2021-02-08,,,
SE2811,1847154,s7671,2023-03-11,,,
SE2812,8475236,s3652,2023-02-08,,,
SE2813,5573159,s6662,2023-03-10,,,
SE2814,2157839,s7850,2022-01-23,,,
SE2815,5872456,s4511,2022-11-06,,,
SE2816,3399369,s5935,2023-01-05,,,
SE2817,4999708,s2985,2023-03-29,,,
SE2818,5858866,s172,2021-03-26,,,
SE2819,9068814,s2575,2023-04-07,,,
SE2820,7772600,s1483,2023-02-02,,,
SE2821,7906599,s3160,2021-05-22,,,
SE2822,9133003,s7119,2022-06-03,,,
SE2823,6476323,s1561,2023-03-10,,,
SE2824,6802230,s4602,2020-10-23,,,
SE2825,8373963,s1490,2023-04-13,,,
SE2826,2672495,s6830,2022-03-19,,,
SE2827,8045011,s4758,2019-09-07,,,
SE2828,1527384,s4173,2023-01-06,,,
SE2829,7334647,s1687,2021-03-13,,,
SE2830,183410,s3292,2022-11-08,,,
SE2831,8559792,s5470,2017-10-25,,,
SE2832,1343578,s2652,2023-04-18,,,
SE2833,3991712,s2065,2021-10-26,,,
SE2834,2870764,s3424,2023-04-17,,,
SE2835,6188982,s1053,2023-01-30,,,
SE2836,7410927,s3474,2023-03-27,,,
SE2837,4668602,s8807,2023-02-13,,,
SE2838,5210336,s5180,2023-04-20,,,
SE2839,2084859,s7347,2023-04-10,,,
SE2840,9907451,s2255,2022-01-08,,,
SE2841,2643242,s4780,2022-08-11,,,
SE2842,1773270,s846,2022-02-03,,,
SE2843,4635692,s6859,2023-03-05,,,
SE2844,8075902,s7696,2022-03-14,,,
SE2845,9160030,s3037,2021-10-24,,,
SE2846,6037776,s3453,2022-11-28,,,
SE2847,2639528,s857,2023-04-07,,,
SE2848,5905955,s528,2023-04-05,,,
SE2849,2026172,s4644,2023-04-17,,,
SE2850,9641317,s3097,2022-09-26,,,
SE2851,9421854,s5039,2023-03-24,,,
SE2852,3435213,s8401,2023-04-14,,,
SE2853,5900827,s6579,2022-07-11,,,
SE2854,4308696,s6485,2022-06-23,,,
SE2855,2127166,s7338,2023-02-21,,,
SE2856,9753887,s3854,2019-06-16,,,
SE2857,2921395,s6790,2023-03-24,,,
SE2858,9134214,s5182,2023-03-10,,,
SE2859,2146295,s3854,2022-09-12,,,
SE2860,4857899,s1216,2023-03-24,,,
SE2861,1303989,s353,2022-09-28,,,
SE2862,1625977,s8791,2021-01-30,,,
SE2863,918982,s8687,2019-05-15,,,
SE2864,1462003,s1693,2021-08-04,,,
SE2865,4774111,s8756,2022-02-21,,,
SE2866,3807044,s1986,2020-12-25,,,
SE2867,3479490,s7582,2023-04-01,,,
SE2868,8464559,s8363,2023-04-20,,,
SE2869,700510,s2471,2023-03-11,,,
SE2870,5054922,s4349,2019-02-22,,,
SE2871,7898535,s1926,2023-01-30,,,
SE2872,2474021,s188,2023-04-12,,,
SE2873,7002201,s2337,2022-07-12,,,
SE2874,9577958,s3892,2023-01-13,,,
SE2875,5864716,s3452,2023-03-22,,,
SE2876,2571611,s7751,2023-02-17,,,
SE2877,4674684,s6270,2023-03-21,,,
SE2878,3929795,s3536,2023-03-20,,,
SE2879,6983791,s6576,2022-01-19,,,
SE2880,8375366,s2762,2023-03-02,,,
SE2881,3333628,s5616,2023-04-20,,,
SE2882,8820309,s2548,2023-03-25,,,
SE2883,2186668,s6046,2023-03-03,,,
SE2884,3581282,s3899,2020-12-31,,,
SE2885,8391525,s2966,2020-03-05,,,
SE2886,8460180,s2259,2021-04-26,,,
SE2887,3983898,s5851,2022-10-17,,,
SE2888,2470262,s2168,2023-04-11,,,
SE2889,3554943,s4528,2023-01-11,,,
SE2890,4285655,s3205,2022-12-23,,,
SE2891,361262,s6975,2017-05-04,,,
SE2892,3840553,s458,2023-04-10,,,
SE2893,1397171,s5265,2023-03-22,,,
SE2894,5430641,s8223,2023-03-13,,,
SE2895,8446431,s5023,2023-03-04,,,
SE2896,297782,s3036,2023-04-17,,,
SE2897,8603621,s6719,2023-04-18,,,
SE2898,1432368,s2756,2021-09-01,,,
SE2899,9240002,s7560,2023-03-17,,,
SE2900,7584243,s4936,2023-04-04,,,
SE2901,1143035,s8067,2023-04-18,,,
SE2902,5037815,s4412,2022-08-29,,,
SE2903,4172188,s6136,2023-04-08,,,
SE2904,1651989,s7769,2022-12-20,,,
SE2905,4126973,s2433,2022-01-26,,,
SE2906,115442,s4149,2023-01-20,,,
SE2907,6933924,s4596,2022-08-11,,,
SE2908,4110393,s2744,2021-06-06,,,
SE2909,1713961,s734,2021-06-24,,,
SE2910,1820866,s5838,2021-08-29,,,
SE2911,3971681,s1919,2023-04-12,,,
SE2912,622464,s4941,2020-11-28,,,
SE2913,3578333,s3321,2023-03-22,,,
SE2914,2479670,s2207,2023-03-15,,,
SE2915,1381313,s8314,2019-05-13,,,
SE2916,6701899,s4732,2022-07-01,,,
SE2917,6032807,s1343,2023-04-01,,,
SE2918,9299664,s7694,2021-08-20,,,
SE2919,2038717,s5062,2022-12-16,,,
SE2920,5429280,s5464,2019-12-26,,,
SE2921,491302,s1953,2023-03-31,,,
SE2922,3285056,s8230,2023-04-15,,,
SE2923,3264387,s4855,2023-04-10,,,
SE2924,9695484,s7760,2023-03-27,,,
SE2925,9238600,s1140,2021-11-09,,,
SE2926,1560460,s4756,2023-03-09,,,
SE2927,1431499,s7635,2023-04-17,,,
SE2928,4064832,s1938,2021-08-23,,,
SE2929,3458318,s403,2023-03-21,,,
SE2930,6681179,s1426,2022-04-07,,,
SE2931,1625977,s8782,2021-12-06,,,
SE2932,4444392,s250,2022-10-30,,,
SE2933,9961762,s5501,2023-03-29,,,
SE2934,7836283,s6332,2023-02-15,,,
SE2935,1560500,s8324,2022-07-23,,,
SE2936,1492762,s1121,2021-04-04,,,
SE2937,9195335,s2436,2023-03-08,,,
SE2938,7136497,s268,2023-03-14,,,
SE2939,3083677,s6683,2023-03-29,,,
SE2940,6834488,s3531,2023-03-22,,,
SE2941,6996099,s7780,2023-02-06,,,
SE2942,9437930,s8172,2023-04-17,,,
SE2943,7985764,s8409,2023-04-19,,,
SE2944,6518161,s7139,2023-03-17,,,
SE2945,7969426,s1359,2023-04-11,,,
SE2946,206341,s170,2021-04-10,,,
SE2947,3410286,s6786,2022-06-18,,,
SE2948,4905425,s7775,2023-04-10,,,
SE2949,4237686,s8006,2022-02-20,,,
SE2950,8780344,s3779,2023-03-14,,,
SE2951,7561179,s5117,2022-04-24,,,
SE2952,3537128,s2310,2021-10-01,,,
SE2953,5215544,s5722,2023-04-15,,,
SE2954,308151,s3717,2021-09-16,,,
SE2955,3238241,s7362,2023-02-01,,,
SE2956,308808,s4090,2023-04-09,,,
SE2957,4739473,s7527,2023-04-08,,,
SE2958,3545670,s942,2022-05-12,,,
SE2959,7715348,s2813,2023-02-11,,,
SE2960,2107020,s4297,2023-03-27,,,
SE2961,849120,s8612,2022-10-30,,,
SE2962,4332299,s68,2023-03-14,,,
SE2963,3275677,s8262,2023-04-18,,,
SE2964,105237,s8368,2023-03-16,,,
SE2965,9597276,s1448,2023-04-18,,,
SE2966,8746103,s1182,2022-06-02,,,
SE2967,6976105,s8156,2021-10-23,,,
SE2968,6357445,s289,2023-04-07,,,
SE2969,2593366,s2745,2023-04-20,,,
SE2970,6448284,s6156,2023-04-19,,,
SE2971,5125464,s8222,2021-03-22,,,
SE2972,2712592,s5689,2022-09-07,,,
SE2973,9450352,s5719,2022-12-30,,,
SE2974,7839919,s8721,2020-08-18,,,
SE2975,7762673,s101,2021-10-02,,,
SE2976,9774173,s1079,2021-12-07,,,
SE2977,1841099,s1595,2021-01-21,,,
SE2978,1642076,s6323,2022-08-05,,,
SE2979,2538549,s4945,2022-04-28,,,
SE2980,6691388,s8044,2023-02-07,,,
SE2981,7740761,s67,2023-03-09,,,
SE2982,3321668,s4449,2023-03-14,,,
SE2983,9301014,s3481,2023-02-15,,,
SE2984,4942505,s7272,2022-09-29,,,
SE2985,5540493,s5532,2023-04-20,,,
SE2986,5232370,s5147,2023-02-20,,,
SE2987,77597,s4851,2020-12-23,,,
SE2988,1760542,s1559,2023-03-24,,,
SE2989,941142,s2886,2023-02-01,,,
SE2990,3446217,s4614,2023-04-16,,,
SE2991,9514660,s8595,2023-04-18,,,
SE2992,591702,s8125,2023-04-04,,,
SE2993,6635142,s6077,2023-04-14,,,
SE2994,8246299,s8643,2021-08-16,,,
SE2995,8373963,s4424,2023-03-29,,,
SE2996,7609481,s7309,2021-06-09,,,
SE2997,3488443,s783,2018-09-28,,,
SE2998,2146295,s3723,2022-01-22,,,
SE2999,5661884,s7409,2023-02-11,,,
SE3000,7377166,s1887,2021-05-17,,,
SE3001,2552438,s869,2023-04-19,,,
SE3002,7664063,s5156,2023-03-28,,,
SE3003,9846528,s2162,2023-04-15,,,
SE3004,9719532,s997,2023-01-31,,,
SE3005,979655,s2106,2022-07-01,,,
SE3006,5571011,s1195,2021-04-10,,,
SE3007,8398907,s5704,2022-12-12,,,
SE3008,3970733,s4165,2023-04-11,,,
SE3009,9756388,s4327,2023-03-06,,,
SE3010,4517722,s643,2021-01-17,,,
SE3011,4739473,s879,2023-03-23,,,
SE3012,9750196,s6832,2019-11-14,,,
SE3013,8683553,s4705,2023-01-03,,,
SE3014,6404089,s2333,2023-04-13,,,
SE3015,2583042,s7317,2023-04-15,,,
SE3016,6523319,s8256,2023-04-20,,,
SE3017,1501744,s1981,2023-03-25,,,
SE3018,8282589,s7948,2023-04-18,,,
SE3019,8247586,s6900,2018-08-01,,,
SE3020,2056667,s7693,2023-03-06,,,
SE3021,1572740,s1489,2023-03-19,,,
SE3022,8352512,s798,2023-03-04,,,
SE3023,1176095,s7980,2023-02-22,,,
SE3024,7918559,s7355,2021-11-15,,,
SE3025,4517722,s1126,2023-04-15,,,
SE3026,2393076,s6957,2023-04-13,,,
SE3027,494588,s6270,2023-04-13,,,
SE3028,5320704,s4612,2023-03-22,,,
SE3029,4965316,s8077,2020-09-07,,,
SE3030,4455842,s2149,2023-03-30,,,
SE3031,8672909,s2424,2022-06-23,,,
SE3032,4872131,s3030,2023-03-24,,,
SE3033,8690981,s3319,2021-11-22,,,
SE3034,5025821,s5969,2023-04-07,,,
SE3035,5540493,s4029,2023-02-22,,,
SE3036,3626058,s6315,2023-04-03,,,
SE3037,9958829,s3468,2023-02-20,,,
SE3038,7732758,s1755,2023-04-14,,,
SE3039,7546823,s2980,2023-03-12,,,
SE3040,6044844,s3837,2023-03-19,,,
SE3041,6379442,s5056,2022-03-25,,,
SE3042,169649,s8418,2021-11-17,,,
SE3043,6811669,s7016,2023-04-17,,,
SE3044,3857294,s7515,2018-11-26,,,
SE3045,4977497,s1494,2021-04-19,,,
SE3046,9596270,s4892,2023-04-11,,,
SE3047,5843989,s6574,2019-04-23,,,
SE3048,4575809,s6125,2023-03-17,,,
SE3049,6420374,s8319,2019-07-26,,,
SE3050,1673071,s5464,2023-04-16,,,
SE3051,4968291,s7253,2023-04-15,,,
SE3052,1484457,s2900,2023-04-20,,,
SE3053,6226988,s7916,2023-04-03,,,
SE3054,7075666,s259,2021-07-26,,,
SE3055,7247812,s1997,2023-03-22,,,
SE3056,2251695,s1752,2023-04-04,,,
SE3057,6095693,s6285,2023-03-01,,,
SE3058,9938415,s7460,2023-04-17,,,
SE3059,5636134,s6272,2022-01-06,,,
SE3060,7434974,s374,2019-08-04,,,
SE3061,4172863,s6648,2023-02-17,,,
SE3062,9863422,s7887,2022-08-18,,,
SE3063,1427194,s3512,2023-02-27,,,
SE3064,9179815,s1706,2023-03-31,,,
SE3065,3652425,s1176,2021-11-26,,,
SE3066,5222001,s7210,2022-01-21,,,
SE3067,7592627,s5032,2022-12-20,,,
SE3068,7375530,s4156,2023-04-07,,,
SE3069,9350996,s6831,2023-03-03,,,
SE3070,2219906,s4093,2023-03-02,,,
SE3071,5404557,s3101,2022-08-31,,,
SE3072,2289696,s2299,2023-03-25,,,
SE3073,2445537,s1198,2021-12-19,,,
SE3074,6737814,s2220,2022-08-26,,,
SE3075,6991253,s6500,2023-01-17,,,
SE3076,2623273,s7349,2023-04-03,,,
SE3077,5737755,s6766,2021-07-30,,,
SE3078,5066606,s2755,2023-04-03,,,
SE3079,8528930,s8608,2023-04-11,,,
SE3080,6265038,s6304,2023-02-02,,,
SE3081,6789312,s6270,2021-07-23,,,
SE3082,6511204,s3990,2020-04-27,,,
SE3083,6069727,s5643,2023-04-09,,,
SE3084,1228024,s5041,2023-02-23,,,
SE3085,2944692,s4555,2023-03-21,,,
SE3086,9327751,s6941,2023-01-22,,,
SE3087,884518,s3879,2022-04-24,,,
SE3088,1231455,s7864,2023-04-11,,,
SE3089,4622585,s79,2023-04-15,,,
SE3090,5426967,s1381,2021-06-22,,,
SE3091,5987658,s3039,2022-02-16,,,
SE3092,1259210,s1573,2023-04-15,,,
SE3093,3660943,s6463,2023-03-16,,,
SE3094,8186723,s4663,2018-10-02,,,
SE3095,2254379,s6488,2023-04-12,,,
SE3096,2395458,s68,2023-04-12,,,
SE3097,8300226,s8702,2023-03-15,,,
SE3098,8466904,s860,2023-03-11,,,
SE3099,5145869,s4619,2023-04-18,,,
SE3100,822739,s856,2023-04-19,,,
SE3101,8247586,s2647,2021-10-04,,,
SE3102,5254739,s2501,2023-03-20,,,
SE3103,3850494,s6724,2021-12-25,,,
SE3104,186677,s4909,2023-03-13,,,
SE3105,700683,s4503,2022-07-14,,,
SE3106,984482,s3735,2022-03-14,,,
SE3107,9307846,s8758,2022-08-11,,,
SE3108,1804481,s46,2023-02-08,,,
SE3109,5092487,s2362,2023-03-01,,,
SE3110,6042613,s355,2022-11-27,,,
SE3111,2294105,s6122,2022-12-30,,,
SE3112,5487531,s637,2023-04-11,,,
SE3113,3699011,s3444,2022-03-31,,,
SE3114,9514660,s3290,2023-04-12,,,
SE3115,6704824,s6494,2023-04-18,,,
SE3116,1245258,s1384,2023-03-28,,,
SE3117,7984228,s8297,2023-04-18,,,
SE3118,732926,s7399,2021-07-06,,,
SE3119,2107372,s834,2020-07-27,,,
SE3120,1394059,s8391,2023-04-19,,,
SE3121,5170437,s5135,2023-01-31,,,
SE3122,5054195,s1199,2023-03-03,,,
SE3123,4873169,s3757,2023-01-20,,,
SE3124,6802230,s5973,2022-07-03,,,
SE3125,6384863,s5070,2021-08-21,,,
SE3126,5175078,s2828,2023-03-23,,,
SE3127,6984875,s4591,2022-06-09,,,
SE3128,3392203,s5760,2023-02-21,,,
SE3129,2979537,s7492,2023-03-29,,,
SE3130,8333487,s3434,2023-03-29,,,
SE3131,4438498,s2811,2023-01-26,,,
SE3132,3190117,s6538,2020-10-31,,,
SE3133,2805602,s249,2023-03-30,,,
SE3134,5404557,s1532,2022-08-24,,,
SE3135,8520388,s1118,2023-03-11,,,
SE3136,9719532,s6241,2023-03-25,,,
SE3137,538077,s4515,2022-12-01,,,
SE3138,1676975,s1081,2022-07-31,,,
SE3139,8004499,s998,2023-04-18,,,
SE3140,6966343,s5269,2020-05-12,,,
SE3141,8165760,s486,2023-03-31,,,
SE3142,183410,s6035,2022-08-11,,,
SE3143,6343715,s4596,2023-02-07,,,
SE3144,3140130,s3634,2020-01-26,,,
SE3145,7414067,s2515,2023-04-07,,,
SE3146,9581151,s517,2019-03-02,,,
SE3147,8593884,s4872,2023-04-17,,,
SE3148,5581004,s1207,2022-07-24,,,
SE3149,3307014,s4546,2022-07-01,,,
SE3150,2984379,s8129,2022-01-20,,,
SE3151,9485626,s3236,2023-04-07,,,
SE3152,1509166,s8142,2023-04-11,,,
SE3153,6895130,s317,2020-03-18,,,
SE3154,7954935,s2806,2023-04-05,,,
SE3155,2502395,s1677,2023-04-01,,,
SE3156,2804,s6603,2023-02-28,,,
SE3157,6536075,s4843,2023-04-01,,,
SE3158,4110064,s4077,2020-04-12,,,
SE3159,9625157,s2920,2021-08-23,,,
SE3160,3000353,s2772,2023-03-23,,,
SE3161,718892,s7514,2023-04-13,,,
SE3162,985049,s6147,2023-04-16,,,
SE3163,9165771,s4568,2023-04-17,,,
SE3164,9211096,s1160,2023-03-18,,,
SE3165,7396157,s4520,2023-04-03,,,
SE3166,510576,s2245,2021-01-21,,,
SE3167,4787711,s3077,2022-10-09,,,
SE3168,6966343,s8190,2020-04-09,,,
SE3169,548639,s4356,2023-04-15,,,
SE3170,7847069,s5640,2023-03-29,,,
SE3171,3309541,s6371,2023-01-30,,,
SE3172,3295266,s7865,2022-11-07,,,
SE3173,9461428,s5152,2018-06-26,,,
SE3174,4531729,s8770,2021-01-10,,,
SE3175,1241104,s5935,2023-03-09,,,
SE3176,8864645,s8047,2020-05-22,,,
SE3177,8408811,s7919,2021-10-23,,,
SE3178,7396870,s1992,2021-06-24,,,
SE3179,3238746,s3063,2023-04-20,,,
SE3180,8004088,s8783,2021-10-24,,,
SE3181,3944146,s2532,2023-04-13,,,
SE3182,9548892,s3535,2022-08-03,,,
SE3183,4651784,s4906,2023-02-09,,,
SE3184,7362610,s5290,2021-12-14,,,
SE3185,3831850,s6154,2023-03-15,,,
SE3186,407947,s7710,2023-04-18,,,
SE3187,2235977,s7814,2023-04-07,,,
SE3188,6579361,s7913,2023-02-16,,,
SE3189,3250044,s8354,2023-03-26,,,
SE3190,3275059,s1563,2023-04-18,,,
SE3191,9688034,s3580,2023-03-18,,,
SE3192,7927801,s3187,2023-03-09,,,
SE3193,4968291,s4751,2023-04-01,,,
SE3194,6939957,s3199,2022-08-10,,,
SE3195,2236653,s3144,2023-04-04,,,
SE3196,2376015,s3862,2022-02-20,,,
SE3197,6312814,s7320,2023-04-09,,,
SE3198,5371162,s209,2023-02-07,,,
SE3199,7056316,s1126,2023-03-08,,,
SE3200,4935431,s2765,2023-04-08,,,
SE3201,8464141,s7638,2023-01-11,,,
SE3202,8229963,s2684,2023-03-02,,,
SE3203,2113586,s1348,2023-04-06,,,
SE3204,7000441,s6774,2018-10-05,,,
SE3205,5018552,s3745,2023-04-10,,,
SE3206,8279880,s1607,2023-01-30,,,
SE3207,4352608,s1667,2023-03-12,,,
SE3208,6208557,s5644,2023-04-12,,,
SE3209,9255121,s5741,2017-10-26,,,
SE3210,2448687,s2139,2022-10-15,,,
SE3211,2657968,s5097,2023-01-03,,,
SE3212,5268494,s5840,2023-04-03,,,
SE3213,7896266,s3480,2023-04-06,,,
SE3214,8101753,s8671,2022-02-20,,,
SE3215,1199898,s4991,2023-03-08,,,
SE3216,3534104,s65,2023-03-19,,,
SE3217,7514435,s3291,2022-10-15,,,
SE3218,586019,s418,2020-06-16,,,
SE3219,8887578,s4591,2022-12-18,,,
SE3220,2402204,s3601,2022-11-05,,,
SE3221,4110064,s5537,2019-01-31,,,
SE3222,2956984,s2451,2021-05-30,,,
SE3223,3999563,s6239,2021-03-06,,,
SE3224,954778,s2016,2022-03-05,,,
SE3225,2445537,s946,2021-06-11,,,
SE3226,2450404,s1078,2023-03-15,,,
SE3227,8430211,s5033,2022-05-31,,,
SE3228,8375918,s5980,2023-04-10,,,
SE3229,9234267,s7471,2021-01-24,,,
SE3230,7015204,s5793,2023-01-22,,,
SE3231,4317984,s2178,2020-12-31,,,
SE3232,3744859,s691,2023-03-16,,,
SE3233,2143391,s8378,2023-04-02,,,
SE3234,3009242,s2069,2023-03-15,,,
SE3235,5404557,s5790,2019-01-08,,,
SE3236,2515430,s5868,2022-02-11,,,
SE3237,8245391,s8296,2021-05-23,,,
SE3238,6220615,s3127,2023-03-17,,,
SE3239,4514246,s4265,2023-03-30,,,
SE3240,2643242,s8536,2021-11-25,,,
SE3241,8617956,s7996,2022-06-27,,,
SE3242,3697502,s145,2023-04-18,,,
SE3243,3866741,s684,2021-04-07,,,
SE3244,8974504,s2183,2023-03-30,,,
SE3245,8937269,s4886,2023-03-27,,,
SE3246,8970722,s7972,2023-04-11,,,
SE3247,5356897,s5895,2022-09-04,,,
SE3248,5887782,s5634,2020-05-06,,,
SE3249,4061441,s665,2023-03-05,,,
SE3250,4089095,s4495,2023-03-11,,,
SE3251,7674723,s2809,2023-04-14,,,
SE3252,5809928,s8116,2018-09-23,,,
SE3253,2270063,s7528,2022-08-28,,,
SE3254,6166419,s760,2023-03-26,,,
SE3255,5175078,s528,2023-03-10,,,
SE3256,100076,s6614,2023-04-12,,,
SE3257,4787711,s7887,2020-04-06,,,
SE3258,4693554,s2657,2023-04-08,,,
SE3259,583222,s4982,2021-09-20,,,
SE3260,9992744,s2550,2021-11-04,,,
SE3261,6158389,s6019,2023-03-03,,,
SE3262,6314405,s3941,2022-09-14,,,
SE3263,3973515,s5452,2023-02-24,,,
SE3264,1349719,s6925,2022-09-29,,,
SE3265,8344759,s6106,2023-03-13,,,
SE3266,8853169,s5827,2023-03-20,,,
SE3267,6739575,s6109,2023-02-22,,,
SE3268,7201345,s2601,2021-11-13,,,
SE3269,8541968,s5318,2023-03-18,,,
SE3270,1046131,s3937,2023-04-11,,,
SE3271,1676918,s6989,2023-02-01,,,
SE3272,5198938,s4750,2023-02-04,,,
SE3273,4192960,s6054,2023-03-27,,,
SE3274,4708159,s7728,2021-07-02,,,
SE3275,3984005,s3107,2019-12-24,,,
SE3276,7176144,s4593,2019-12-16,,,
SE3277,7872166,s5853,2023-02-14,,,
SE3278,2456000,s3733,2020-07-04,,,
SE3279,3510214,s1206,2023-04-14,,,
SE3280,3590159,s6883,2023-04-12,,,
SE3281,4115474,s7350,2022-06-23,,,
SE3282,7985764,s627,2023-04-19,,,
SE3283,2949613,s1837,2023-01-28,,,
SE3284,3337872,s7224,2020-05-27,,,
SE3285,6660347,s1382,2023-03-27,,,
SE3286,2812811,s2231,2022-12-11,,,
SE3287,3971977,s1525,2021-10-25,,,
SE3288,8202373,s3260,2020-11-12,,,
SE3289,9075236,s5820,2021-10-06,,,
SE3290,9188723,s2459,2021-09-29,,,
SE3291,2717253,s4398,2023-02-04,,,
SE3292,9085934,s5593,2023-02-25,,,
SE3293,1164704,s2724,2023-04-03,,,
SE3294,6312718,s5513,2022-06-12,,,
SE3295,4311933,s6356,2023-03-22,,,
SE3296,8408811,s7729,2022-03-13,,,
SE3297,2038050,s4981,2023-04-11,,,
SE3298,1343578,s5054,2023-04-06,,,
SE3299,7150471,s4021,2021-12-28,,,
SE3300,5258024,s6879,2020-01-02,,,
SE3301,4702503,s6742,2019-08-14,,,
SE3302,40299,s1788,2023-04-09,,,
SE3303,3624049,s5444,2023-03-10,,,
SE3304,4134956,s7614,2023-03-06,,,
SE3305,1224739,s3345,2022-12-23,,,
SE3306,2587833,s5488,2018-10-14,,,
SE3307,4109899,s1192,2021-11-06,,,
SE3308,799916,s4616,2023-04-18,,,
SE3309,4313993,s657,2023-03-30,,,
SE3310,5707183,s5395,2021-04-03,,,
SE3311,8415503,s4504,2023-04-19,,,
SE3312,2113586,s7733,2023-03-18,,,
SE3313,5546971,s3476,2022-08-20,,,
SE3314,966294,s653,2021-01-15,,,
SE3315,3923854,s2493,2022-01-07,,,
SE3316,6420374,s7789,2018-03-24,,,
SE3317,1202246,s3316,2021-10-03,,,
SE3318,5440623,s8416,2022-01-14,,,
SE3319,6166419,s2192,2023-03-03,,,
SE3320,2764204,s2388,2020-08-17,,,
SE3321,3066208,s8580,2022-08-02,,,
SE3322,6728812,s5208,2021-09-14,,,
SE3323,8941395,s6393,2023-03-12,,,
SE3324,6078017,s4322,2023-03-27,,,
SE3325,3820960,s361,2022-06-03,,,
SE3326,1551243,s1179,2023-04-07,,,
SE3327,7155043,s5054,2023-03-30,,,
SE3328,2031638,s2030,2023-03-07,,,
SE3329,9928360,s2463,2022-10-22,,,
SE3330,4352608,s4863,2022-02-17,,,
SE3331,9003434,s1805,2021-10-26,,,
SE3332,4977497,s5498,2021-04-30,,,
SE3333,6059089,s2155,2021-12-21,,,
SE3334,7648589,s7209,2023-02-08,,,
SE3335,4351917,s705,2023-02-23,,,
SE3336,1698538,s1821,2023-03-25,,,
SE3337,7422868,s3857,2023-03-01,,,
SE3338,438580,s2402,2022-10-11,,,
SE3339,6727624,s7685,2023-04-13,,,
SE3340,2735169,s7823,2019-05-04,,,
SE3341,7464795,s1027,2023-02-23,,,
SE3342,9258968,s5423,2021-10-23,,,
SE3343,8613831,s3446,2023-03-05,,,
SE3344,8775653,s8188,2023-04-10,,,
SE3345,5416276,s6638,2023-01-18,,,
SE3346,2266828,s2428,2023-04-04,,,
SE3347,7414067,s4149,2023-03-29,,,
SE3348,7152886,s1922,2023-04-11,,,
SE3349,2153197,s4366,2023-04-05,,,
SE3350,2249177,s7801,2023-03-05,,,
SE3351,7713431,s2648,2023-04-16,,,
SE3352,3809772,s1324,2023-04-19,,,
SE3353,2309343,s8251,2023-04-08,,,
SE3354,391350,s2345,2021-11-19,,,
SE3355,6302079,s4295,2023-04-16,,,
SE3356,3814808,s4527,2023-03-18,,,
SE3357,7997787,s265,2022-09-24,,,
SE3358,4451447,s2371,2023-03-15,,,
SE3359,5916069,s6692,2022-08-15,,,
SE3360,1212676,s5435,2018-10-04,,,
SE3361,9542973,s595,2023-03-14,,,
SE3362,3254074,s8049,2019-06-17,,,
SE3363,1124798,s610,2023-04-02,,,
SE3364,4909150,s8485,2021-09-15,,,
SE3365,2272455,s7687,2023-02-24,,,
SE3366,3455082,s7066,2022-12-01,,,
SE3367,2629774,s1903,2023-01-30,,,
SE3368,2494085,s3142,2021-10-28,,,
SE3369,6312718,s7826,2022-08-07,,,
SE3370,4940340,s3984,2023-04-03,,,
SE3371,885533,s4404,2023-02-03,,,
SE3372,3836223,s6135,2022-06-01,,,
SE3373,409252,s2385,2020-06-16,,,
SE3374,9061118,s7175,2021-01-19,,,
SE3375,1076286,s4649,2023-01-08,,,
SE3376,4693554,s5147,2023-04-20,,,
SE3377,2154020,s4685,2023-04-19,,,
SE3378,8959267,s2458,2022-11-04,,,
SE3379,2997440,s2548,2023-03-31,,,
SE3380,5396592,s1122,2023-04-05,,,
SE3381,9746530,s2832,2023-02-26,,,
